,Various Artists,hakaisu,temp.,Gareth Emery,许茹芸,小柯,Sayuw,Teleman,Sam Smith,Desktop Error,Chris Lane,J.J. Cale,nov,BAAD,神山純一,G'Night Stand,Karen Souza,李志辉,郭采洁,Ryan Gosling,L'Arc〜en〜Ciel,张芸京,Slur,Yellowcard,Ta-Ku,Calvaria,Elton John,Ludovico Einaudi,Ed Sheeran,n-buna,孙萌,谭维维,毛新琳,DEPAPEPE,能登麻美子,Vicetone,Reykon,My Chemical Romance,Nirvana,The Libertines,최낙타,三亩地,Brett Young,Nologo,J.Bass,高博文,park bird,FIELD OF VIEW,Sebastian Yatra,tobyMac,The Vamps,Kane Brown,MoreanP,Chris Thomas King,陈慧娴,Connor,Sunlight Project,Benny Benni,ＴＲＡ＄Ｈ,王韵壹,BUCK-TICK,Headhunterz,ABIR,Chris August,Ellie Goulding,Robert Cray,藤田淳平,luvbird,Moderndog,Isaac Shepard,Max Oazo,Buddhist Holiday,Nicky Jam,董沁,Michael Bublé,Wells,Ekali,Ive Mendes,Motorama,Ghostly Kisses,侯莉君,HAPPY BIRTHDAY,Malene Mortensen,孙燕姿,BACK-ON,Freya Ridings,苏秀彬,ZZ Top,verzache ,Klonopin,文武贝,ヲタみん,朱琳,多田葵,Patricia Kaas,赵可,Supersub,Blush ,David Nail,Luke Combs,薛筱卿,10cm,OutaMatic,韩红,Vansire,司徒嘉伟,Roberto Cacciapaglia,王杰,The Nature Sounds Society Japan,Marala,Shirfine,Brand New,The Beatles,花たん,Parkinson White,U-Hee,Anne-Marie,范晓萱,刘念鸿,押尾コータロー,张盈,Future Islands,Haley Bennett,Alvin Lee,何芸妮,朱雪琴,Saosin,Miguel,Jiaye,邓丽君,BrotherSu,Florida Georgia Line,Leona Lewis,周翠玲,Final State,Manila Killa,松永あさり,OMFG,杨宗纬,麻枝准,水月陵,ZHI16,Carla,Halsey,sun.set,サザンオールスターズ,藤間仁,イエロー・マジック・オーケストラ,灰澈,New Found Glory,范蓁蓁,Victor Crone,唐建平,水谷広実,Choi Nakta,虻川治,池田綾子,Inspirative,泠鸢yousa,足首,The Kinks,Maisie Peters,岚aya,Grant Woell,A Skylit Drive,母里治樹,脸红的思春期,张国荣,王菲,延近輝之,살두와 마흥이,Buddy Guy,T-SQUARE,李艺俊,Fabrizio Paterlini,電波少女,Lukas Graham,Jimmie Allen,AniFace,挪威森林,Picturesque,Eddy Kim,曹格,玉米照相馆,Yented,ABREU,Glen Hansard,李圣杰,Filmore,老狼,T R Λ P C O D E,clairo,Wave and So,Lana Del Rey,Pink Floyd,ヘクとパスカル,소각소각,Pascal Letoublon,群星,咖啡少年,大冢爱,Jess Glynne,ぐるたみん,Honey Pot,J Rabbit,oilcolor,Elements Garden,Milt Gabler,↑THE HIGH-LOWS↓,future james,Mahalia,Cole Swindell,CHILLVIBE,Jane XØ,PAXCHILD,Nyno Vargas,赵雷,Sia,Neon Hitch,DATEKEN,dodie,巫娜,The Shanghai Restoration Project,Rodriguez Jr.,才洲少年,Charlie Puth,オーギュスト棒,Elle Vee,Fenne Lily,Bizzey,飞轮海,Princess Princess,Ashram,The Weeknd,Lionel Richie,Alexis & Fido,JayKode,THE BLUE HEARTS,上北健,Morgan Wallen,Michael Ray,MANISH,FJORDNE,朱慧珍,布瑞吉Bridge,Slo,Raveena,Boøwy,Daniela Andrade,Robin Spielberg,Tim McGraw,J Balvin,183Club,matt finnegan,张建珍,HOPE-T,杭天琪,Gwyneth Herbert,Janet Seidel,Ozuna,F.I.R.,euphoria,GReeeeN,やなぎなぎ,Da-little,โคตรยิ้ม,张学友,Slushii,Monomania,沈圭善,Shy Sharity,Cash Cash,Stonefox,狐の工作室,盛小云,黑撒,Fleurie,prima,林俊杰,이웃집 꽃순이,Julie Peel,吉森信,AFI,CamelPhat,Sheppard,Funton,Charli XCX,蔡依林,黑凡斯,Orange Juice,The Velvet Underground,Sibewest,方雅贤,ONE OK ROCK,Dustin O'Halloran,HIDDN,Kimya Dawson,Damon Albarn,The Get Up Kids,陈烽,Monica Mancini,杨丞琳,KOHH,Riley Green,Ferry Corsten,Musketeers,新乐府,Marshmello,Carpenters,glassmoon,韩磊,Legarda,Not Your Dope,莫文蔚,Silk City,Joanne Shaw Taylor,小清水亜美,Dan Gibson,詹昊晁,Mitchell Tenpenny,Klaas,邱有句,유용호,王三溥,Peter White,Loudness,Sofi de la Torre,Sleep2.,BRONCHO,YEW,October,レベッカ,Max Morath,Layra Fygi,Magnate & Valentino,Hawthorne Heights,J Alvarez,Sammy Arriaga,Zak Abel,Migrate to the Ocean,Tamas Wells,諫山実生,sumika,She's,赵学而,Bruno Bavota,Zedd,The Rescues,雪莉,Iron & Wine,Fayzz,卡西欧贝亚,Luna Shadows,Kim Cesarion,许志安,Alyssa Reid,Lenka,梁静茹,折倉俊則,LANCO,DJ Nelson,詹伟杰,aimless,Stay Go Day Day,吴梦奇,イトヲカシ,Zella Day,张敬轩,张惠妹,電気グルーヴ,Leandro Da Silva,The Ori Naftaly Band,ユニコーン,Sting,Epic Score,Mandy,Stacey Kent & Jim Tomlinson,Mighty Mo Rodgers,killedmyself,Shimona,Talulah Gosh,ハンバート ハンバート,Eddie Vedder,Lovey,SNBRN,Indifferent Guy,Clean Bandit,胡莎莎,SPANK PAGE,Sugar Analog,Jinco,Ookay,Boys Age,Rudimental,Sehwa,SHY Martin,以莉.高露,傅许,Faith Hill,FoXLvis,Audio Machine,Sean Hayes,Berlin,Mrs.GREEN APPLE,Marit Larsen,久石譲,H.B STUDIO,illion,Clément Leroux,riya,松本晃彦,Josh Gracin,志国夜总会,Dan + Shay,Clémentine,B.B. King,paris match,Adam Levine,周蕙,樋口秀樹,이푸름,Clairo,San Holo,Yandel,西坂恭平,Hello Gayoung,Sou,Midland,梅艳芳,A Veil Of Water,ヒトリエ,やすとろくりーむ,Funeral for a Friend,Mija,The Kooks,The Main Level,Alex Sensation,Somkiat,Ryan Griffin,Jimmy Eat World,Thomas Rhett,Nick Fradiani, Misha Mishenko,The Chainsmokers,Blur,Blouse,Eva,五月天,TAEK,Luy.B,Matt Dusk,贺国丰,Paramore,Demi Lovato,林宥嘉,Bebe Rexha,ENE,ぼくのりりっくのぼうよみ,Dave Greening,陈其钢,来夢緑,this could be us,高晓松,Virtual Riot,Pajaro Sunrise,Chris Stapleton,keshi,Freddie King,Clara Mae,爱蔻·丁妮,Nat King Cole,Nodiction,Death Of Heather,Nyte,灵空GTech,Frances,The Used,Halie Loren,Yellow Claw,Bandari,Electus,詩月カオリ,Sakura.Y,Ceui,Cody Johnson,mol-74,ZARD,Katelyn Tarver,Maluma,Supercell,Daanii,blind.scream,BEAUZ,Boehm,In Love With A Ghost,Anberlin,手嶌葵,Safeplanet,陶喆,Foxygen,龙井说唱,Folk9,Brian Culbertson,Who r u?,달콤,DeadForest,Lindsey Ray,elijah who,阿宝,Schroeder-Headz,许冠杰,Nils Frahm,Dreamcather,Feki,AGA,张鉴庭,グリーンボーイズ,Jason Miles,高姗,Coco Montoya,X JAPAN,Celine Dion,Rhian Sheehan,West Coast Massive,Patrick Baker,Heuse,Timirage,Tessa Violet,vietra,M.Graveyard,Lil Lotus,Sylvain Chauveau,Logan Mize,Fabled,Wiz Khalifa,紫夜黑海,JUBI,Ra.D,Cale Dodds,Kaskade,Jory Boy,刘若英,Ólafur Arnalds,David Bowie,Felix Palmqvist,Gryffin,Cliff Richard & the Shadows,Albert Collins,Happy End,王心凌,Ava Max,侧田,黄海华,燕池,润土,夜晚绽放的玫瑰,River Valley Worship,Loote,Rookie of the Year,萧亚轩,Andy Rivera, Fred De Palma,eel.,尚雯婕,世间满樱花,Eminem,秦基博,drones,Rebecca Tu,Audrey Hepburn,James Hersey,Janieck,かんせる,Akie秋绘,Tove Styrke,田馥甄,David Guetta,ZYYG,Mike Paer,赵英俊,$唐老师,Phum Viphurit,Neuter Lover,张秀娥,蔡琴,Jking & Maximan,Olivia O'Brien,whtlook,ROOK1E,Joe Bonamassa,川嶋あい,Meiko,Taking Back Sunday,Julie Bergan,Discent,エレファントカシマシ,尚先生,Old Dominion,Kelly Clarkson,森藤晶司,Jean-Francois Maljean,めと,Saskia Bruin,Maty Noyes,Silverstein,Mo Bugz,Sofi Tukker,雪野五月,MANYO,胡琳,Gill Chang,许嵩,芝麻和棉花糖,Celebities Owls,Vice,Why Don't We,陈奕迅,西皮士,Conro,Dave Meniketti,金昭熙,黄小琥,小野リサ,Sabrina Claudio,Laura Fygi,yu-yu,Callum McBride,THE YELLOW MONKEY,Sasha Sloan,信乐团,RÜFÜS DU SOL,方大同,l o k a !,Yo La Tengo,霍尊,紫竹笛韵,John Mayall,The Cure,Twin Peaks,SpongeBob Squarepants,한살차이,陈洁仪,Jason Mraz,Stevie Wonder,王崴,Jay Sean,V.A.,HM2,折戸伸治,スピッツ,松田彬人,allenvee,神様、僕は気づいてしまった,RIKKI,The Vaccines,姜文,安瀬聖,Dua Lipa,Alan Walker,Queen,松本文紀,the tumbled sea,J_ust,谭晶,TM Network,B'z,Christina Aguilera,米倉千尋,Ronan Keating,Mr.Children,志倉千代丸,Peak A Soul+,Jacoo,CATVLYST,Frente!,Lick-G,Morgan Evans,Jimmie Vaughan,张心柔,藤田咲,Katuchat,vassh,Omar Akram,Fall Out Boy,Mordkey,Towy,つじあやの,林海,Phil Everly,Klaus Badelt,The Yers,周慧,郝云,The Cranberries,忍,みかん箱,上原れな,Angeles,四季音色,LUNA SEA,The Velveteins,IU,Arden Cho,王二妮,Tinsley Ellis,Active Planets,Ana Guerra,숨의숲,彭靖惠,李泉,Ember Island,Mi-Yu,Keala Settle,王若琳,Nora En Pure,GLAY,Carla Bruni,WANDS,Besweet,Peter Jeremias,George Benson,4-ever,Craig David,青春学概论,Kim Taylor,电鸟个灯泡,Mystic Diversions,Teddy Thompson,郑承焕,蒋月泉,Late June,Camel,Sufjan Stevens,周笔畅,AK,光良,Gym and Swim,BTS (防弹少年团),키스위치,SAARA,EDX,工作,New Age,古典,民谣,小语种,雷鬼,儿童,电子,夜晚,清晨,蓝调,轻音乐,另类/独立,网络歌曲,朋克,伤感,午休,乡村,韩语,ACG,翻唱,影视原声,器乐,Bossa Nova,性感,游戏,说唱,运动,华语,吉他,爵士,流行,short,mid,long
倒带,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
阴天,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
